Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,18.782602310180664,18.941104420944416,18.22784089948879,18.544848339431287,332630460
2000-01-05,18.703359603881836,18.782609886627593,18.227848252158402,18.386352036066214,292754299
2000-01-06,18.307092666625977,18.703350320505542,18.227839204801246,18.703350320505542,248928848
2000-01-07,17.752338409423828,17.990092453183326,17.276828712696837,17.831588684538335,269228882
2000-01-10,18.227848052978516,18.38635183515432,16.959825841612727,16.959825841612727,380487972
2000-01-11,17.593833923339844,18.703357040194835,17.43533177036622,18.54485327801329,286306727
2000-01-12,18.06934356689453,18.06934356689453,17.514585178514736,17.59383545730724,181892693
2000-01-13,17.593833923339844,18.06934199146864,17.593833923339844,17.91084144770294,162467818922
2000-01-14,17.831584930419922,18.148592400969708,17.593830936715232,17.831584930419922,201569289
2000-01-17,18.227848052978516,18.46560533545035,18.148597771098743,18.38635183515432,150538291
2000-01-18,17.831584930419922,18.227842659399503,17.752334671990127,18.227842659399503,118179571
2000-01-19,17.593833923339844,18.06934199146864,17.593833923339844,17.831587957404242,131704223
2000-01-20,17.593833923339844,17.67308741363854,17.19757773630182,17.593833923339844,161466136
2000-01-21,17.99009132385254,18.227845352686995,17.831587565157644,17.91084105371298,146733969027
2000-01-24,18.544851303100586,18.70335504840246,18.22784381249684,18.22784381249684,280150047
2000-01-25,18.62410545349121,18.703355719779164,18.307097951508144,18.544851968787633,165332179
2000-01-26,19.81287384033203,19.892127324674206,19.02036152581955,19.02036152581955,509931527
2000-01-27,19.81287384033203,20.288383481930445,19.575119824136724,20.288383481930445,294787896
2000-01-28,19.099611282348633,19.49586903824426,19.020361018535716,19.49586903824426,220776993
2000-01-31,19.416622161865234,19.416622161865234,18.782608676297258,18.86186056314426,123849502
2000-02-01,19.495868682861328,19.733625906797133,19.17886119655723,19.733625906797133,138152648
2000-02-02,19.495868682861328,19.495868682861328,19.495868682861328,19.495868682861328,0
2000-02-03,19.495868682861328,19.495868682861328,19.495868682861328,19.495868682861328,0
2000-02-04,19.495868682861328,19.495868682861328,19.495868682861328,19.495868682861328,0
2000-02-07,19.495868682861328,19.495868682861328,19.495868682861328,19.495868682861328,0
2000-02-08,19.495868682861328,19.495868682861328,19.495868682861328,19.495868682861328,0
2000-02-09,19.733625411987305,20.12987993230837,19.575118454394268,20.12987993230837,205640473
2000-02-10,19.33736801147461,19.654375548135757,19.020363693229438,19.654375548135757,142264579
2000-02-11,19.416622161865234,19.81287676847612,19.25811838817123,19.495872439504193,248857310
2000-02-14,19.416622161865234,19.97138215137817,19.33736866581019,19.575122717143156,231418814
2000-02-15,19.416622161865234,19.575122717143156,19.178864892116184,19.416622161865234,132398164
2000-02-16,19.33736801147461,19.654375548135757,19.178864243144037,19.495871779805185,96313793
2000-02-17,19.099611282348633,19.258115028389987,18.861857272494362,19.17886154616155,169811146
2000-02-18,18.703359603881836,19.337369911888644,18.624109321136075,19.258119629142882,168258311
2000-02-21,17.593833923339844,18.54485327801329,17.593833923339844,18.54485327801329,204879305
2000-02-22,17.752338409423828,17.990092453183326,17.19757843758233,17.276828712696837,220926964
2000-02-23,17.435331344604492,17.752337252018545,17.435331344604492,17.752337252018545,94785922
2000-02-24,17.673086166381836,17.752336432671694,17.435330539888827,17.593832681676354,96072827
2000-02-25,17.831584930419922,17.831584930419922,17.514580678285437,17.752334671990127,131295083
2000-02-28,17.831584930419922,17.831584930419922,17.831584930419922,17.831584930419922,0
2000-02-29,17.831584930419922,18.148592400969708,17.831584930419922,18.069338924124608,93814074
2000-03-01,18.06934356689453,18.22784734289567,17.990093288102027,18.148597064103168,103782874
2000-03-02,17.673086166381836,18.227844467242086,17.593832681676354,18.227844467242086,77321238
2000-03-03,17.673086166381836,17.752336432671694,17.514582415386496,17.593832681676354,54058051
2000-03-06,17.51457977294922,17.831584008697615,17.435327909408336,17.831584008697615,79299876
2000-03-07,17.27682876586914,17.593834694926777,17.118328215152314,17.356082259643543,89830876
2000-03-08,17.19757652282715,17.435330540115434,17.11832625653626,17.276826789118036,83254277
2000-03-09,17.673086166381836,17.673086166381836,17.27682678889349,17.27682678889349,89730328
2000-03-10,16.959821701049805,17.910839334299244,16.959821701049805,17.910839334299244,121241490
2000-03-13,15.850299835205078,16.246555963258672,15.850299835205078,16.16730731238025,197750221
2000-03-14,16.08805274963379,16.167306222794025,15.374790801682582,15.533291311172748,192705540
2000-03-15,15.691795349121094,16.16730654223234,15.53329161808401,16.008802811195256,168651829
2000-03-16,15.295541763305664,15.691799588752223,14.661528277066346,14.661528277066346,249527376
2000-03-17,15.533293724060059,15.533293724060059,15.137035951951047,15.295539704477783,322737936
2000-03-20,15.05778694152832,15.05778694152832,15.05778694152832,15.05778694152832,19713548
2000-03-21,16.08805274963379,16.08805274963379,14.582273771363564,14.582273771363564,307675855
2000-03-22,16.246553421020508,16.642811096275935,15.850297354972513,16.088051316442797,233479025
2000-03-23,17.3560791015625,17.3560791015625,16.642813879457286,16.801317619749046,250847711
2000-03-24,17.19757652282715,17.514582415614136,17.11832625653626,17.514582415614136,178769243
2000-03-27,18.386348724365234,18.386348724365234,17.435331019837623,17.435331019837623,197371979
2000-03-28,18.782602310180664,19.020357890137536,18.544848339431287,19.020357890137536,277777118920
2000-03-29,18.62410545349121,18.86185786156289,18.465601702499676,18.86185786156289,153859273
2000-03-30,19.178863525390625,19.654374812586717,18.70335706581831,18.70335706581831,344904162
2000-03-31,18.703359603881836,19.178866127980832,18.624109321136075,19.02036556248931,164745578225
2000-04-03,18.703359603881836,18.703359603881836,18.703359603881836,18.703359603881836,0
2000-04-04,18.703359603881836,18.703359603881836,18.703359603881836,18.703359603881836,0
2000-04-05,19.495868682861328,19.733625906797133,18.94110719103689,18.94110719103689,227783546
2000-04-06,18.544851303100586,19.733626174449135,18.544851303100586,19.49586894728857,219765704
2000-04-07,18.386348724365234,18.861858381232967,18.227844969006707,18.703356235082293,161019549
2000-04-10,18.941110610961914,19.49587220295171,18.30710035150276,18.30710035150276,292980520
2000-04-11,18.544851303100586,18.861857184496582,18.465601039657404,18.782605311845646,132788196
2000-04-12,17.91084098815918,18.544852802202495,17.91084098815918,18.386349044087726,145425077
2000-04-13,17.27682876586914,17.435332535001955,16.9598244460195,17.118328215152314,219826704
2000-04-14,16.246553421020508,16.880565057746217,16.167304782542804,16.325803668705646,238392897
2000-04-17,15.454042434692383,15.454042434692383,14.899282555962804,14.899282555962804,181554560
2000-04-18,16.246553421020508,16.405057134805652,15.850297354972513,16.167304782542804,182132143
2000-04-19,15.771053314208984,16.642817646292755,15.69179981691764,16.642817646292755,132531715
2000-04-20,16.008804321289062,16.08805458507559,15.374792555750284,15.77105031151396,92166119
2000-04-21,15.374794960021973,15.69179928315594,15.295541465426464,15.295541465426464,130066568
2000-04-24,14.740778923034668,15.374792286685738,14.740778923034668,15.374792286685738,103420654
2000-04-25,15.533293724060059,15.533293724060059,14.503025769467584,14.582276036523124,166989715
2000-04-26,14.820030212402344,15.77104770343978,14.661523274210701,15.691794234343961,135289884
2000-04-27,15.374794960021973,15.374794960021973,14.820034980725515,15.216287970830955,144450010
2000-04-28,16.405061721801758,16.405061721801758,15.45404400080047,15.533294270644666,256423426
2000-05-01,16.405061721801758,16.405061721801758,16.405061721801758,16.405061721801758,0
2000-05-02,16.959821701049805,17.19757570706023,16.80131795757103,17.11832544452858,206859407
2000-05-03,16.167306900024414,16.88056726864572,16.167306900024414,16.801317010580934,156718656
2000-05-04,15.850299835205078,16.64281370051995,15.612545836531385,16.32580622334478,147635366
2000-05-05,16.80132293701172,16.80132293701172,15.533297440997554,15.691801231452404,166880357
2000-05-08,16.88056755065918,17.118324765656183,16.642813554077517,16.72206381346629,186385049
2000-05-09,16.88056755065918,16.88056755065918,16.88056755065918,16.88056755065918,0
2000-05-10,20.085500717163086,20.770233110990816,20.085500717163086,20.42786771868084,272766688
2000-05-11,19.629013061523438,19.743136474815127,19.286646040064113,19.514889648231748,128542577
2000-05-12,20.541990280151367,20.541990280151367,19.743134512547094,20.085499890770883,137950184
2000-05-15,19.971378326416016,20.770234167524116,19.857256523174247,20.770234167524116,93891704
2000-05-16,21.112600326538086,21.226723734339455,20.085500920780355,20.427867925768865,164745727
2000-05-17,21.911457061767578,22.36794588465506,21.569090042300004,21.68321023651204,231459124
2000-05-18,21.79733657836914,21.79733657836914,21.34084608492844,21.569092940856873,116993148
2000-05-19,21.5690860748291,21.683206248049594,21.340839291557838,21.454962683193468,65075344
2000-05-22,20.656110763549805,21.340843192489224,20.656110763549805,21.112601195119904,88601490
2000-05-23,20.199628829956055,20.77023795008096,20.08550539672292,20.656114516847822,68995404
2000-05-24,19.857255935668945,19.971377735534254,19.514888926865197,19.629012335938324,78865786
2000-05-25,19.51488494873047,20.19962043596156,19.40076478133652,20.085497050152636,73734944
2000-05-26,19.74313735961914,19.857257559609465,19.28664690441015,19.400770322816374,76133555
2000-05-29,19.74313735961914,20.19962620562018,19.62901394121292,19.74313735961914,58958664
2000-05-30,19.74313735961914,19.74313735961914,19.74313735961914,19.74313735961914,0
2000-05-31,21.340843200683594,21.797333632428973,21.11260120322663,21.797333632428973,198036592
2000-06-01,20.770235061645508,21.340844102418043,20.770235061645508,21.2267255126794,63749675
2000-06-02,20.884353637695312,21.454962546191975,20.884353637695312,21.22672059200087,110559813
2000-06-05,20.998477935791016,21.112601349119913,20.770234327548973,20.998477935791016,56553474842
2000-06-06,20.998477935791016,20.998477935791016,20.998477935791016,20.998477935791016,0
2000-06-07,21.45496368408203,21.45496368408203,20.770231348362866,20.99847492386671,121034714287
2000-06-08,21.340843200683594,21.91145704496925,21.22672461576691,21.683210219888696,142517212
2000-06-09,21.5690860748291,21.683206248049594,21.454962683193468,21.683206248049594,104072826
2000-06-12,21.226722717285156,21.79733168291293,21.226722717285156,21.683208280579656,65053942
2000-06-13,20.998477935791016,21.22672476244881,20.88435774087787,20.998477935791016,63218332335
2000-06-14,20.998477935791016,21.340843348154085,20.88435774087787,21.22672476244881,86123795335
2000-06-15,20.656110763549805,20.998477782623446,20.541992178676942,20.88435758854272,77502341
2000-06-16,20.427865982055664,20.656107948317764,20.313742585113147,20.656107948317764,74023227
2000-06-19,20.085500717163086,20.54199112532528,19.971377310518644,20.42786771868084,56947143
2000-06-20,19.857255935668945,20.427868153411133,19.857255935668945,20.427868153411133,46836049
2000-06-21,19.857255935668945,20.199624553680508,19.857255935668945,20.08550114460738,68767075
2000-06-22,20.427865982055664,20.54198937899818,19.629010249496265,19.743133646438782,88438051
2000-06-23,19.971378326416016,20.427868757798812,19.971378326416016,20.199625151315278,54476304
2000-06-26,19.51488494873047,19.857251887742272,19.40076478133652,19.857251887742272,68591403
2000-06-27,19.51488494873047,19.74313172034832,19.40076478133652,19.629008334539396,48848735
2000-06-28,19.857255935668945,19.971377735534254,19.514888926865197,19.514888926865197,72286370
2000-06-29,19.28664779663086,20.085503716390583,19.058405776883543,20.085503716390583,88622171
2000-06-30,19.51488494873047,19.74313172034832,19.058399451532203,19.40076478133652,96281055
2000-07-03,19.172523498535156,19.62901230652007,18.716033081342427,19.514888897617983,66417868
2000-07-04,18.716035842895508,19.400771569717428,18.716035842895508,19.172526327443453,63559477
2000-07-05,19.629013061523438,19.85725666969107,18.48779180226953,18.944280627812667,118081376
2000-07-06,18.944278717041016,19.286644094760554,18.944278717041016,19.172522302187375,61066181
2000-07-07,18.373666763305664,19.058402354847892,18.373666763305664,18.830155548459416,84751403
2000-07-10,18.25954246520996,18.487789260412043,17.803056920844064,18.373665862811002,85542807
2000-07-11,18.25954246520996,18.601912658013088,18.031298888423187,18.25954246520996,55118668
2000-07-12,18.25954246520996,18.487789260412043,18.25954246520996,18.373665862811002,45241873
2000-07-13,18.716035842895508,18.94428269437753,18.487793819037634,18.487793819037634,97722181
2000-07-14,19.058406829833984,19.172527041408614,18.71603653986143,18.830159969852282,111560104
2000-07-17,18.944278717041016,19.400767496541448,18.83015531526012,19.400767496541448,64027648
2000-07-18,18.60191535949707,19.05840418857238,18.48779194532233,19.05840418857238,42788685
2000-07-19,18.60191535949707,19.05840418857238,18.48779194532233,19.05840418857238,42788685
2000-07-20,17.803058624267578,18.48779102935179,17.803058624267578,18.37366762083125,76273538
2000-07-21,17.574810028076172,18.031298788323202,17.118324486244436,17.803056822011154,104710478
2000-07-24,17.11832618713379,17.460691584431,17.11832618713379,17.346568176124126,64678920
2000-07-25,16.661832809448242,17.346565091488642,16.661832809448242,16.8900763670592,71126283
2000-07-26,17.00420379638672,17.346569214171648,16.66183676939389,16.66183676939389,78795369
2000-07-27,17.00420379638672,17.00420379638672,16.433594766745173,17.00420379638672,70315841
2000-07-28,17.460689544677734,17.460689544677734,16.547712040123358,16.66183382589075,75142542
2000-07-31,17.11832618713379,17.346568176124126,17.00420277882691,17.346568176124126,30183169
2000-08-01,16.890079498291016,17.46069171651858,16.890079498291016,17.346568307348374,37343367
2000-08-02,16.775959014892578,17.11832601801522,16.775959014892578,16.890079203656406,57964991
