Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,24.083703994750977,24.286940897451533,23.372369676844894,23.77884760900931,332630460
2000-01-05,23.982084274291992,24.083701684202445,23.372367434540536,23.575606381124356,292754299
2000-01-06,23.473989486694336,23.982084800930018,23.3723679477894,23.982084800930018,248928848
2000-01-07,22.762653350830078,23.067509688966506,22.152938611175895,22.864270754621334,269228882
2000-01-10,23.372365951538086,23.575604885226166,21.74646479894004,21.74646479894004,380487972
2000-01-11,22.559410095214844,23.982078236355356,22.356173263181155,23.77883934094073,286306727
2000-01-12,23.169130325317383,23.169130325317383,22.457800146008406,22.559417563977334,181892693
2000-01-13,22.559410095214844,23.169122654696853,22.559410095214844,22.965887886044097,162467818922
2000-01-14,22.86427116394043,23.270749039907592,22.559414820346426,22.86427116394043,201569289
2000-01-17,23.372365951538086,23.677226415451536,23.270748548075368,23.575604885226166,150538291
2000-01-18,22.86427116394043,23.372366445518015,22.762653758330007,23.372366445518015,118179571
2000-01-19,22.559410095214844,23.169122654696853,22.559410095214844,22.86426637495585,131704223
2000-01-20,22.559410095214844,22.661031606303094,22.051316983440152,22.559410095214844,161466136
2000-01-21,23.06751251220703,23.37236888765493,22.864273552987374,22.965895095978787,146733969027
2000-01-24,23.778846740722656,23.98208569938358,23.372368823400812,23.372368823400812,280150047
2000-01-25,23.880462646484375,23.98208003844661,23.47398482511106,23.778841127759954,165332179
2000-01-26,25.404747009277344,25.506368547653974,24.388560512851893,24.388560512851893,509931527
2000-01-27,25.404747009277344,26.014461795866698,25.09989064767341,26.014461795866698,294787896
2000-01-28,24.49017906188965,24.99827439708189,24.388561645556468,24.99827439708189,220776993
2000-01-31,24.896657943725586,24.896657943725586,24.08370413794484,24.18532362159014,123849502
2000-02-01,24.998273849487305,25.303134345335128,24.591795939532265,25.303134345335128,138152648
2000-02-02,24.998273849487305,24.998273849487305,24.998273849487305,24.998273849487305,0
2000-02-03,24.998273849487305,24.998273849487305,24.998273849487305,24.998273849487305,0
2000-02-04,24.998273849487305,24.998273849487305,24.998273849487305,24.998273849487305,0
2000-02-07,24.998273849487305,24.998273849487305,24.998273849487305,24.998273849487305,0
2000-02-08,24.998273849487305,24.998273849487305,24.998273849487305,24.998273849487305,0
2000-02-09,25.303133010864258,25.81122418136704,25.099889939842566,25.81122418136704,205640473
2000-02-10,24.795032501220703,25.201510371941314,24.38855875726278,25.201510371941314,142264579
2000-02-11,24.896657943725586,25.404749171807097,24.693418976434984,24.998275363989222,248857310
2000-02-14,24.896657943725586,25.607990202479364,24.79503639669862,25.09989278425286,231418814
2000-02-15,24.896657943725586,25.09989278425286,24.591797429408015,24.896657943725586,132398164
2000-02-16,24.795032501220703,25.201510371941314,24.5917935658604,24.99827143658101,96313793
2000-02-17,24.49017906188965,24.69341802131918,24.185322686126938,24.591796478222825,169811146
2000-02-18,23.982084274291992,24.7950338704829,23.88046686438154,24.693416460572447,168258311
2000-02-21,22.559410095214844,23.77883934094073,22.559410095214844,23.77883934094073,204879305
2000-02-22,22.762653350830078,23.067509688966506,22.05132120738464,22.152938611175895,220926964
2000-02-23,22.35618019104004,22.76265604444938,22.35618019104004,22.76265604444938,94785922
2000-02-24,22.66103744506836,22.76265485557713,22.356179023397644,22.55941590779665,96072827
2000-02-25,22.86427116394043,22.86427116394043,22.457797414736003,22.762653758330007,131295083
2000-02-28,22.86427116394043,22.86427116394043,22.86427116394043,22.86427116394043,0
2000-02-29,22.86427116394043,23.270749039907592,22.86427116394043,23.169127507534434,93814074
2000-03-01,23.169130325317383,23.372369288018476,23.06751290734845,23.270751870049548,103782874
2000-03-02,22.66103744506836,23.37236757215563,22.55941590779665,23.37236757215563,77321238
2000-03-03,22.66103744506836,22.76265485557713,22.457798497287882,22.55941590779665,54058051
2000-03-06,22.457799911499023,22.864273705893485,22.35618043120961,22.864273705893485,79299876
2000-03-07,22.152938842773438,22.559414652331945,21.94970403306621,22.254560374389754,89830876
2000-03-08,22.051321029663086,22.35617736534254,21.949703626690813,22.15293843263536,83254277
2000-03-09,22.66103744506836,22.66103744506836,22.152940075617167,22.152940075617167,89730328
2000-03-10,21.7464656829834,22.96589314454043,21.7464656829834,22.96589314454043,121241490
2000-03-13,20.32379722595215,20.831890402726934,20.32379722595215,20.730275068781896,197750221
2000-03-14,20.628658294677734,20.730279842165896,19.714089127864394,19.917323969314015,192705540
2000-03-15,20.120559692382812,20.730276498683555,19.91732075694923,20.527037563249976,168651829
2000-03-16,19.612464904785156,20.12056019262003,18.799511206220526,18.799511206220526,249527376
2000-03-17,19.917320251464844,19.917320251464844,19.40922498915725,19.612463919432802,322737936
2000-03-20,19.30760955810547,19.30760955810547,19.30760955810547,19.30760955810547,19713548
2000-03-21,20.628658294677734,20.628658294677734,18.69789635018122,18.69789635018122,307675855
2000-03-22,20.831890106201172,21.339985339124816,20.3237969366587,20.628653251060417,233479025
2000-03-23,22.25456428527832,22.25456428527832,21.339990973823156,21.54322994600913,250847711
2000-03-24,22.051321029663086,22.457796831696125,21.949703626690813,22.457796831696125,178769243
2000-03-27,23.575607299804688,23.575607299804688,22.35617976292821,22.35617976292821,197371979
2000-03-28,24.083703994750977,24.38856244387429,23.77884760900931,24.38856244387429,277777118920
2000-03-29,23.880462646484375,24.185316885752176,23.677223735797718,24.185316885752176,153859273
2000-03-30,24.591794967651367,25.2015118084876,23.98208431695952,23.98208431695952,344904162
2000-03-31,23.982084274291992,24.59179492389908,23.88046686438154,24.388560104078174,164745578225
2000-04-03,23.982084274291992,23.982084274291992,23.982084274291992,23.982084274291992,0
2000-04-04,23.982084274291992,23.982084274291992,23.982084274291992,23.982084274291992,0
2000-04-05,24.998273849487305,25.303134345335128,24.286939570447522,24.286939570447522,227783546
2000-04-06,23.778846740722656,25.303134803916414,23.778846740722656,24.998274302543454,219765704
2000-04-07,23.575607299804688,24.185322099933693,23.372368345301172,23.982085208811714,161019549
2000-04-10,24.286935806274414,24.998269975066247,23.473986302506017,23.473986302506017,292980520
2000-04-11,23.778846740722656,24.185322594662924,23.677229324773773,24.08370311533246,132788196
2000-04-12,22.96588706970215,23.778838495701734,22.965887069702152,23.575599607511407,145425077
2000-04-13,22.152938842773438,22.356177779243367,21.74646509659628,21.94970403306621,219826704
2000-04-14,20.831890106201172,21.644841653526534,20.73027477370255,20.933507502080964,238392897
2000-04-17,19.81570816040039,19.81570816040039,19.10437584055852,19.10437584055852,181554560
2000-04-18,20.831890106201172,21.035129024723098,20.3237969366587,20.73027477370255,182132143
2000-04-19,20.22218132019043,21.33998721689549,20.120559788606307,21.33998721689549,132531715
2000-04-20,20.527040481567383,20.62865790034972,19.714088751018867,20.2221840984571,92166119
2000-04-21,19.714088439941406,20.1205622354201,19.612466895999333,19.612466895999333,130066568
2000-04-24,18.901132583618164,19.71408627546334,18.901132583618164,19.71408627546334,103420654
2000-04-25,19.917320251464844,19.917320251464844,18.596275458198907,18.697892859955395,166989715
2000-04-26,19.002756118774414,20.22218368996448,18.799513031788752,20.12056214647165,135289884
2000-04-27,19.714088439941406,19.714088439941406,19.002756202781296,19.510845352057256,144450010
2000-04-28,21.035131454467773,21.035131454467773,19.815703992625018,19.917321400242525,256423426
2000-05-01,21.035131454467773,21.035131454467773,21.035131454467773,21.035131454467773,0
2000-05-02,21.7464656829834,22.051322032527306,21.54322674103319,21.94970462493361,206859407
2000-05-03,20.73027801513672,21.644845037964515,20.73027801513672,21.543227626195588,156718656
2000-05-04,20.32379722595215,21.339985642882915,20.01894090721104,20.93350780005317,147635366
2000-05-05,21.54322624206543,21.543226242065426,19.917320934265955,20.1205598715089,166880357
2000-05-08,21.64484405517578,21.949704530166276,21.339987706948083,21.44160511410305,186385049
2000-05-09,21.64484405517578,21.64484405517578,21.64484405517578,21.64484405517578,0
2000-05-10,25.754322052001953,26.63230955345411,25.75432205200195,26.1933168344189,272766688
2000-05-11,25.168991088867188,25.315324027928703,24.729996398445245,25.022658149805665,128542577
2000-05-12,26.339645385742188,26.339645385742188,25.315325086390146,25.75431773178554,137950184
2000-05-15,25.607988357543945,26.632308799733643,25.46165745534018,26.632308799733643,93891704
2000-05-16,27.07130241394043,27.217635373278313,25.75432022357064,26.193314974821103,164745727
2000-05-17,28.09562110900879,28.680946720728265,27.65662638437382,27.80295520807685,231459124
2000-05-18,27.949289321899414,27.94928932189941,27.363961622434886,27.656627535548704,116993148
2000-05-19,27.656625747680664,27.802954568015007,27.36395985348629,27.51029280058348,65075344
2000-05-22,26.485971450805664,27.363958782105858,26.485971450805664,27.07129908951425,88601490
2000-05-23,25.900653839111328,26.632308337429517,25.754320876066046,26.485975374384232,68995404
2000-05-24,25.461652755737305,25.60798363093194,25.0226580667721,25.168991005348037,78865786
2000-05-25,25.022659301757812,25.900650786402533,24.876330482722466,25.754317840604376,73734944
2000-05-26,25.315324783325195,25.461653599990473,24.729997136375854,24.876330079803875,76133555
2000-05-29,25.315324783325195,25.90065036689316,25.168991839897174,25.31532478332519,58958664
2000-05-30,25.315324783325195,25.31532478332519,25.31532478332519,25.31532478332519,0
2000-05-31,27.36396026611328,27.949287936565465,27.071300557650098,27.949287936565465,198036592
2000-06-01,26.632305145263672,27.363959555885273,26.632305145263672,27.217632800523752,63749675
2000-06-02,26.778640747070312,27.51029523026821,26.778640747070312,27.217635500370655,110559813
2000-06-05,26.924968719482422,27.071301674825044,26.632306935560255,26.924968719482422,56553474842
2000-06-06,26.924968719482422,26.924968719482422,26.924968719482422,26.924968719482422,0
2000-06-07,27.510292053222656,27.510292053222656,26.632304711398568,26.924966470879475,121034714287
2000-06-08,27.36396026611328,28.095620885869238,27.21763350695387,27.802954987261693,142517212
2000-06-09,27.656625747680664,27.802954568015007,27.51029280058348,27.802954568015007,104072826
2000-06-12,27.217634201049805,27.949288649319833,27.217634201049805,27.80295569628432,65053942
2000-06-13,26.924968719482422,27.217634630167666,26.778639890902877,26.924968719482422,63218332335
2000-06-14,26.924968719482422,27.363961395365674,26.778639890902877,27.217634630167666,86123795335
2000-06-15,26.485971450805664,26.92496614814643,26.33964469958187,26.778637333541297,77502341
2000-06-16,26.193313598632812,26.485973311787546,26.046980646983215,26.485973311787546,74023227
2000-06-19,25.754322052001953,26.339649804145715,25.60798908227514,26.1933168344189,56947143
2000-06-20,25.461652755737305,26.193311258473088,25.461652755737305,26.193311258473088,46836049
2000-06-21,25.461652755737305,25.900649508083816,25.461652755737305,25.75431656950788,68767075
2000-06-22,26.193313598632812,26.33964655028241,25.16899325399306,25.31532620564266,88438051
2000-06-23,25.607988357543945,26.193316093122355,25.60798835754394,25.900654288714833,54476304
2000-06-26,25.022659301757812,25.46165401238947,24.876330482722466,25.46165401238947,68591403
2000-06-27,25.022659301757812,25.315325193354123,24.876330482722466,25.16899224755597,48848735
2000-06-28,25.461652755737305,25.60798363093194,25.0226580667721,25.0226580667721,72286370
2000-06-29,24.729995727539062,25.754315956274112,24.437336047499585,25.754315956274112,88622171
2000-06-30,25.022659301757812,25.315325193354123,24.437337835472213,24.876330482722466,96281055
2000-07-03,24.583663940429688,25.16898946885717,23.998336348621024,25.022656539214417,66417868
2000-07-04,23.998336791992188,24.876328195926142,23.99833679199219,24.583664394614825,63559477
2000-07-05,25.168991088867188,25.461652840227604,23.705678205302465,24.291003771404615,118081376
2000-07-06,24.291006088256836,24.729998757168158,24.291006088256836,24.58366786753105,61066181
2000-07-07,23.559349060058594,24.43734064566884,23.559349060058594,24.144674720417118,84751403
2000-07-10,23.41301155090332,23.705677419322804,22.827690130970566,23.559344485113062,85542807
2000-07-11,23.41301155090332,23.852010353532542,23.120349809246324,23.41301155090332,55118668
2000-07-12,23.41301155090332,23.705677419322804,23.41301155090332,23.559344485113062,45241873
2000-07-13,23.998336791992188,24.29100265668472,23.7056771174433,23.7056771174433,97722181
2000-07-14,24.437339782714844,24.583668613410122,23.998340910339593,24.14467386779801,111560104
2000-07-17,24.291006088256836,24.87633171018677,24.144673135238225,24.87633171018677,64027648
2000-07-18,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-19,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-20,22.827695846557617,23.70568335473993,22.827695846557617,23.559350383891413,76273538
2000-07-21,22.535024642944336,23.120350199519923,21.9497032131313,22.827690516304042,104710478
2000-07-24,21.949705123901367,22.388697782012375,21.949705123901367,22.242364832593918,64678920
2000-07-25,21.3643798828125,22.242367362271587,21.3643798828125,21.65704168817163,71126283
2000-07-26,21.803369522094727,22.242362126802117,21.36437485400613,21.36437485400613,78795369
2000-07-27,21.803369522094727,21.803369522094723,21.07171518091574,21.803369522094723,70315841
2000-07-28,22.38869857788086,22.388698577880863,21.218047321207877,21.364378212446617,75142542
2000-07-31,21.949705123901367,22.242364832593918,21.80337217448291,22.242364832593918,30183169
2000-08-01,21.657039642333984,22.388698213378888,21.657039642333984,22.24236526114101,37343367
2000-08-02,21.510709762573242,21.949704471007816,21.510709762573242,21.657038580876243,57964991
